ip_range,ports,country_code,responses,datetime
4.241.0.0-4.241.255.255,"19132,25565",JP,0,2025-01-24 22:08:34.719245
128.53.0.0-128.53.255.255,"19132,25565",JP,0,2025-01-24 22:10:48.910062
59.166.0.0-59.166.255.255,"19132,25565",JP,0,2025-01-24 22:13:02.788812
13.208.0.0-13.208.255.255,"19132,25565",JP,0,2025-01-24 22:15:16.643436
147.192.0.0-147.192.255.255,"19132,25565",JP,1,2025-01-24 22:17:31.777352
59.106.0.0-59.106.255.255,"19132,25565",JP,0,2025-01-24 22:19:46.174419
147.176.0.0-147.176.255.255,"19132,25565",JP,0,2025-01-24 22:21:59.768492
192.218.0.0-192.218.255.255,"19132,25565",JP,0,2025-01-24 22:24:13.740028
146.99.0.0-146.99.255.255,"19132,25565",JP,0,2025-01-24 22:26:27.589446
111.64.0.0-111.64.255.255,"19132,25565",JP,0,2025-01-24 22:28:40.928681
123.48.0.0-123.48.255.255,"19132,25565",JP,0,2025-01-24 22:30:55.306491
220.254.0.0-220.254.255.255,"19132,25565",JP,0,2025-01-24 22:33:09.024117
218.110.0.0-218.110.255.255,"19132,25565",JP,0,2025-01-24 22:35:24.368086
124.18.0.0-124.18.255.255,"19132,25565",JP,0,2025-01-24 22:37:39.299028
194.91.0.0-194.91.255.255,"19132,25565",JP,0,2025-01-24 22:39:52.715812
144.1.0.0-144.1.255.255,"19132,25565",JP,0,2025-01-24 22:42:06.836116
128.22.0.0-128.22.255.255,"19132,25565",JP,0,2025-01-24 22:44:21.206331
118.243.0.0-118.243.255.255,"19132,25565",JP,0,2025-01-24 22:46:34.580237
110.158.0.0-110.158.255.255,"19132,25565",JP,0,2025-01-24 22:48:48.965292
59.87.0.0-59.87.255.255,"19132,25565",JP,0,2025-01-24 22:51:03.381125
132.182.0.0-132.182.255.255,"19132,25565",JP,0,2025-01-24 22:53:16.769677
118.177.0.0-118.177.255.255,"19132,25565",JP,0,2025-01-24 22:55:30.905390
58.183.0.0-58.183.255.255,"19132,25565",JP,0,2025-01-24 22:57:45.067931
110.233.0.0-110.233.255.255,"19132,25565",JP,0,2025-01-24 23:00:00.116693
144.213.0.0-144.213.255.255,"19132,25565",JP,0,2025-01-24 23:02:14.092124
125.6.0.0-125.6.255.255,"19132,25565",JP,0,2025-01-24 23:04:29.451175
129.136.0.0-129.136.255.255,"19132,25565",JP,0,2025-01-24 23:06:42.614697
146.51.0.0-146.51.255.255,"19132,25565",JP,0,2025-01-24 23:08:55.971043
20.27.0.0-20.27.255.255,"19132,25565",JP,0,2025-01-24 23:11:09.911794
27.120.64.0-27.121.63.255,"19132,25565",JP,0,2025-01-24 23:13:23.718267
12.67.0.0-12.67.101.255,"19132,25565",US,0,2025-01-24 23:27:18.633039
108.181.148.0-108.181.249.255,"19132,25565",US,1,2025-01-24 23:28:14.810958
144.203.154.0-144.203.255.255,"19132,25565",US,0,2025-01-24 23:29:10.767359
199.3.218.0-199.4.63.255,"19132,25565",US,0,2025-01-24 23:30:05.676690
15.221.154.0-15.221.255.255,"19132,25565",US,0,2025-01-24 23:31:00.619991
98.129.24.0-98.129.125.255,"19132,25565",US,0,2025-01-24 23:31:56.816331
15.219.202.0-15.220.47.255,"19132,25565",US,0,2025-01-24 23:32:51.754444
198.136.56.0-198.136.157.255,"19132,25565",US,0,2025-01-24 23:33:46.985460
204.107.32.0-204.107.133.255,"19132,25565",US,0,2025-01-24 23:34:42.763041
216.165.90.0-216.165.191.255,"19132,25565",US,0,2025-01-24 23:35:38.716280
204.235.106.0-204.235.207.255,"19132,25565",US,0,2025-01-24 23:36:34.627246
192.170.155.0-192.171.0.255,"19132,25565",US,0,2025-01-24 23:37:31.376133
204.15.42.0-204.15.143.255,"19132,25565",US,1,2025-01-24 23:38:26.581935
64.254.122.0-64.254.223.255,"19132,25565",US,0,2025-01-24 23:39:22.801885
199.229.250.0-199.230.95.255,"19132,25565",US,0,2025-01-24 23:40:17.706240
209.43.250.0-209.44.95.255,"19132,25565",US,0,2025-01-24 23:41:12.708475
204.154.72.0-204.154.173.255,"19132,25565",US,0,2025-01-24 23:42:08.730417
123.216.0.0-123.227.255.255,"19132,25565",JP,1,2025-01-25 13:30:54.587160
163.130.0.0-163.141.255.255,"19132,25565",JP,0,2025-01-25 13:37:17.538553
113.32.0.0-113.43.255.255,"19132,25565",JP,1,2025-01-25 13:43:39.550469
27.132.0.0-27.143.255.255,"19132,25565",JP,1,2025-01-25 13:49:58.517379
126.244.0.0-126.255.255.255,"19132,25565",JP,0,2025-01-25 13:56:20.561431
211.120.58.0-211.133.134.255,"19132,25565",JP,0,2025-01-25 14:03:26.669944
202.241.253.0-202.255.255.255,"19132,25565",JP,31,2025-01-25 14:10:55.570012
122.208.0.0-122.222.127.255,"19132,25565",JP,1,2025-01-25 14:18:39.893919
126.211.0.0-126.225.255.255,"19132,25565",JP,0,2025-01-25 14:26:38.717346
125.192.0.0-125.207.255.255,"19132,25565",JP,0,2025-01-25 14:35:13.738811
218.216.0.0-218.231.255.255,"19132,25565",JP,0,2025-01-25 14:43:46.730534
122.16.0.0-122.31.255.255,"19132,25565",JP,0,2025-01-25 14:52:18.564941
49.96.0.0-49.111.255.255,"19132,25565",JP,0,2025-01-25 15:00:49.708451
60.32.0.0-60.47.255.255,"19132,25565",JP,0,2025-01-25 15:09:22.708995
59.128.0.0-59.143.255.255,"19132,25565",JP,0,2025-01-25 15:17:56.700352
220.208.0.0-220.223.255.255,"19132,25565",JP,0,2025-01-25 15:26:29.534995
113.144.0.0-113.159.255.255,"19132,25565",JP,0,2025-01-25 15:34:58.717604
133.152.222.0-133.255.255.255,"19132,25565",JP,0,2025-01-25 16:01:56.151379
189.201.252.0-189.255.255.255,"19132,25565",MX,344,2025-01-25 16:33:31.623129
187.191.128.0-187.251.11.255,"19132,25565",MX,318,2025-01-25 16:40:22.775267
189.128.0.0-189.201.195.255,"19132,25565",MX,565,2025-01-25 16:48:51.653167
201.148.128.0-201.148.159.255,"19132,25565",MX,2,2025-01-25 16:48:58.172050
148.222.8.0-148.222.39.255,"19132,25565",MX,0,2025-01-25 16:49:04.403058
184.50.128.0-184.50.159.255,"19132,25565",MX,0,2025-01-25 16:49:09.926604
159.54.128.0-159.54.159.255,"19132,25565",MX,110,2025-01-25 16:49:15.636634
38.165.224.0-38.165.255.255,"19132,25565",MX,14,2025-01-25 16:49:22.109146
200.4.128.0-200.4.159.255,"19132,25565",MX,0,2025-01-25 16:49:28.069897
219.83.64.0-219.83.95.255,"19132,25565",MX,0,2025-01-25 16:49:34.006723
38.194.224.0-38.194.255.255,"19132,25565",MX,1,2025-01-25 16:49:39.725988
200.39.96.0-200.39.127.255,"19132,25565",MX,0,2025-01-25 16:49:45.680100
101.46.96.0-101.46.127.255,"19132,25565",MX,0,2025-01-25 16:49:51.900623
200.225.0.0-200.225.31.255,"19132,25565",MX,0,2025-01-25 16:49:58.111167
149.232.128.0-149.232.159.255,"19132,25565",MX,0,2025-01-25 16:50:03.843772
200.16.32.0-200.16.63.255,"19132,25565",MX,0,2025-01-25 16:50:09.562343
200.53.32.0-200.53.63.255,"19132,25565",MX,0,2025-01-25 16:50:14.523653
200.53.224.0-200.53.255.255,"19132,25565",MX,0,2025-01-25 16:50:19.740716
40.233.0.0-40.233.31.255,"19132,25565",MX,149,2025-01-25 16:50:25.533855
3.161.32.0-3.161.63.255,"19132,25565",MX,0,2025-01-25 16:50:31.006863
200.95.224.0-200.95.255.255,"19132,25565",MX,0,2025-01-25 16:50:37.230262
23.216.208.0-23.216.239.255,"19132,25565",MX,0,2025-01-25 16:50:42.736048
140.84.160.0-140.84.191.255,"19132,25565",MX,83,2025-01-25 16:50:48.983799
23.3.176.0-23.3.207.255,"19132,25565",MX,0,2025-01-25 16:50:54.700424
201.158.64.0-201.158.95.255,"19132,25565",MX,0,2025-01-25 16:51:00.673581
190.110.0.0-190.110.31.255,"19132,25565",MX,0,2025-01-25 16:51:06.917079
8.14.224.0-8.14.255.255,"19132,25565",MX,0,2025-01-25 16:51:12.653026
38.94.64.0-38.94.95.255,"19132,25565",MX,0,2025-01-25 16:51:18.626208
23.4.128.0-23.4.159.255,"19132,25565",MX,0,2025-01-25 16:51:24.659672
216.238.64.0-216.238.95.255,"19132,25565",MX,56,2025-01-25 16:51:30.635113
38.123.192.0-38.123.223.255,"19132,25565",MX,2,2025-01-25 16:51:36.612677
200.36.160.0-200.36.191.255,"19132,25565",MX,0,2025-01-25 16:51:42.586208
38.35.128.0-38.35.159.255,"19132,25565",MX,0,2025-01-25 16:51:48.800786
46.250.160.0-46.250.191.255,"19132,25565",MX,0,2025-01-25 16:51:54.526213
200.36.224.0-200.36.255.255,"19132,25565",MX,0,2025-01-25 16:52:00.504600
38.49.128.0-38.49.159.255,"19132,25565",MX,55,2025-01-25 16:52:06.589631
38.35.224.0-38.35.255.255,"19132,25565",MX,0,2025-01-25 16:52:12.574745
200.23.32.0-200.23.64.255,"19132,25565",MX,0,2025-01-25 16:52:18.673374
207.248.32.0-207.248.65.255,"19132,25565",MX,0,2025-01-25 16:52:24.632863
200.13.48.0-200.13.82.255,"19132,25565",MX,0,2025-01-25 16:52:30.695671
148.222.140.0-148.222.175.255,"19132,25565",MX,0,2025-01-25 16:52:37.429879
38.65.141.0-38.65.191.255,"19132,25565",MX,0,2025-01-25 16:53:42.819710
186.96.128.0-186.96.191.255,"19132,25565",MX,10,2025-01-25 16:53:49.602639
28.0.0.0-30.255.255.255,"19132,25565",US,0,2025-01-27 14:13:18.703717
32.245.140.0-33.255.255.255,"19132,25565",US,0,2025-01-27 14:21:03.738411
55.0.0.0-56.47.255.255,"19132,25565",US,3,2025-01-27 14:26:33.668283
21.0.0.0-23.0.31.255,"19132,25565",US,0,2025-01-27 14:26:39.588244
6.0.0.0-8.0.39.255,"19132,25565",US,0,2025-01-27 14:26:46.009492
214.0.0.0-216.0.47.255,"19132,25565",US,0,2025-01-27 14:26:51.666537
67.27.217.0-67.43.43.255,"19132,25565",US,11,2025-01-27 14:30:31.859869
40.233.128.0-40.248.255.255,"19132,25565",US,0,2025-01-27 14:32:21.993111
12.91.234.0-12.107.111.255,"19132,25565",US,542,2025-01-27 14:34:12.873609
8.192.110.0-8.207.255.255,"19132,25565",US,0,2025-01-27 14:36:02.582662
170.134.0.0-170.149.189.255,"19132,25565",US,2,2025-01-27 14:37:53.711537
3.80.0.0-3.95.255.255,"19132,25565",US,207,2025-01-27 14:39:48.562654
155.16.0.0-155.31.255.255,"19132,25565",US,0,2025-01-27 14:41:40.699312
35.160.0.0-35.175.255.255,"19132,25565",US,118,2025-01-27 14:43:33.622993
57.112.0.0-57.127.255.255,"19132,25565",US,0,2025-01-27 14:45:26.592142
174.96.0.0-174.111.255.255,"19132,25565",US,161,2025-01-27 14:47:20.276160
167.12.0.0-167.27.255.255,"19132,25565",US,54,2025-01-27 14:49:12.613511
172.0.0.0-172.15.255.255,"19132,25565",US,66,2025-01-27 14:51:04.717793
52.0.0.0-52.15.255.255,"19132,25565",US,99,2025-01-27 14:52:58.658332
35.80.0.0-35.96.4.255,"19132,25565",US,141,2025-01-27 14:54:51.571800
45.16.0.0-45.32.7.255,"19132,25565",US,182,2025-01-27 14:56:44.698547
23.111.248.0-23.127.255.255,"19132,25565",US,175,2025-01-27 14:58:37.603896
104.47.220.0-104.64.15.255,"19132,25565",US,162,2025-01-27 15:00:32.674072
12.144.88.0-12.160.217.255,"19132,25565",US,733,2025-01-27 15:02:29.746900
74.63.208.0-74.80.145.255,"19132,25565",US,137,2025-01-27 15:04:28.539110
63.192.0.0-63.208.194.255,"19132,25565",US,1,2025-01-27 15:06:27.715395
12.24.142.0-12.41.127.255,"19132,25565",US,1022,2025-01-27 15:08:27.598698
128.215.0.0-128.231.255.255,"19132,25565",US,2,2025-01-27 15:10:25.765892
166.239.0.0-166.255.255.255,"19132,25565",US,7,2025-01-27 15:12:25.669013
129.105.0.0-129.121.255.255,"19132,25565",US,3307,2025-01-27 15:14:25.608631
40.0.0.0-40.16.255.255,"19132,25565",US,0,2025-01-27 15:16:24.688462
135.94.0.0-135.110.255.255,"19132,25565",US,0,2025-01-27 15:18:23.602670
198.116.31.0-198.133.31.255,"19132,25565",US,0,2025-01-27 15:20:22.524481
136.0.254.0-136.18.1.255,"19132,25565",US,0,2025-01-27 15:22:21.634296
64.158.224.0-64.175.255.255,"19132,25565",US,1029,2025-01-27 15:24:23.529708
54.46.128.0-54.63.255.255,"19132,25565",US,0,2025-01-27 15:26:26.748312
135.131.0.0-135.148.132.255,"19132,25565",US,839,2025-01-27 15:28:30.699749
172.168.0.0-172.185.255.255,"19132,25565",US,32,2025-01-27 15:30:36.985801
136.207.0.0-136.224.255.255,"19132,25565",US,0,2025-01-27 15:32:42.678036
152.208.0.0-152.225.255.255,"19132,25565",US,9,2025-01-27 15:34:48.617315
144.146.0.0-144.163.255.255,"19132,25565",US,0,2025-01-27 15:36:53.597677
162.87.0.0-162.104.255.255,"19132,25565",US,0,2025-01-27 15:38:58.812075
184.31.232.0-184.50.15.255,"19132,25565",US,9,2025-01-27 15:41:05.986342
162.223.232.0-162.242.129.255,"19132,25565",US,117,2025-01-27 15:43:19.898504
74.179.0.0-74.197.255.255,"19132,25565",US,44,2025-01-27 15:45:32.633805
9.186.0.0-9.204.255.255,"19132,25565",US,0,2025-01-27 15:47:44.864738
44.12.0.0-44.30.255.255,"19132,25565",US,1,2025-01-27 15:49:57.643127
56.165.0.0-56.183.255.255,"19132,25565",US,0,2025-01-27 15:52:10.590439
144.228.240.0-144.247.255.255,"19132,25565",US,0,2025-01-27 15:54:23.611070
12.107.114.0-12.127.48.255,"19132,25565",US,13,2025-01-27 15:56:41.752738
16.134.64.0-16.153.255.255,"19132,25565",US,0,2025-01-27 15:58:58.543250
70.132.64.0-70.151.255.255,"19132,25565",US,27,2025-01-27 16:01:15.638685
184.124.3.0-184.143.255.255,"19132,25565",US,0,2025-01-27 16:03:35.996330
47.32.0.0-47.51.255.255,"19132,25565",US,742,2025-01-27 16:05:56.587765
104.171.208.0-104.192.15.255,"19132,25565",US,195,2025-01-27 16:08:18.622021
100.43.128.0-100.63.255.255,"19132,25565",US,0,2025-01-27 16:10:40.646624
68.235.192.0-69.0.139.255,"19132,25565",US,52,2025-01-27 16:13:04.721899
74.91.62.0-74.112.39.255,"19132,25565",US,279,2025-01-27 16:15:30.612716
18.68.0.0-18.88.255.255,"19132,25565",US,0,2025-01-27 16:17:55.560363
143.138.0.0-143.158.255.255,"19132,25565",US,0,2025-01-27 16:20:20.896461
135.150.0.0-135.170.255.255,"19132,25565",US,0,2025-01-27 16:22:46.713615
12.174.252.0-12.196.52.255,"19132,25565",US,404,2025-01-27 16:25:14.553958
70.84.0.0-70.105.81.255,"19132,25565",US,72,2025-01-27 16:27:45.756066
17.94.248.0-17.116.111.255,"19132,25565",US,0,2025-01-27 16:30:16.688115
161.162.44.0-161.183.255.255,"19132,25565",US,1,2025-01-27 16:32:48.562411
40.196.0.0-40.217.255.255,"19132,25565",US,0,2025-01-27 16:35:21.849063
184.0.0.0-184.21.255.255,"19132,25565",US,59,2025-01-27 16:37:55.579645
50.203.39.0-50.225.60.255,"19132,25565",US,1070,2025-01-27 16:40:35.243706
135.197.0.0-135.219.255.255,"19132,25565",US,0,2025-01-27 16:43:14.382214
56.132.0.0-56.154.255.255,"19132,25565",US,0,2025-01-27 16:45:51.711486
158.0.0.0-158.22.255.255,"19132,25565",US,0,2025-01-27 16:48:30.640025
128.145.0.0-128.167.255.255,"19132,25565",US,1,2025-01-27 16:51:09.549813
143.65.224.0-143.88.255.255,"19132,25565",US,0,2025-01-27 16:53:49.389767
65.127.193.0-65.151.127.255,"19132,25565",US,639,2025-01-27 16:56:35.616025
146.24.0.0-146.47.255.255,"19132,25565",US,0,2025-01-27 16:59:20.676427
139.231.0.0-139.254.255.255,"19132,25565",US,0,2025-01-27 17:02:06.684664
18.246.0.0-19.255.255.255,"19132,25565",US,0,2025-01-27 17:27:18.770584
74.249.0.0-75.98.15.255,"19132,25565",US,634,2025-02-26 16:03:59.734037
32.119.174.0-32.227.8.255,"19132,25565",US,90,2025-02-26 16:13:55.536967
71.20.0.0-71.131.191.255,"19132,25565",US,607,2025-02-26 16:24:16.673875
9.9.10.0-9.128.255.255,"19132,25565",US,0,2025-02-26 16:35:17.599457
136.23.30.0-136.143.139.255,"19132,25565",US,518,2025-02-26 16:46:26.516921
107.191.224.0-108.59.63.255,"19132,25565",US,651,2025-02-26 16:57:51.139515
